State,District,Subdivision,Block,Panchayat,Village,Pincode
Odisha,Baleshwar,Sora,Soro,Basudeipur,Sarasakha,756045
Odisha,Baleshwar,Sora,Soro,Beheranpur,Manipur,756047
Odisha,Baleshwar,Sora,Soro,Belapur,Antapur,756046
Odisha,Baleshwar,Sora,Soro,Belda,Attapur,756045
Odisha,Baleshwar,Sora,Soro,Benagadia,Natapada,756134
Odisha,Baleshwar,Sora,Soro,Bharadapada,Jadia,756079
Odisha,Baleshwar,Sora,Soro,Bhatapada,Sabira,756045
Odisha,Baleshwar,Sora,Soro,Bhatapada,Sabira,756045
Odisha,Baleshwar,Sora,Soro,Bilabakia,Natapada,756134
Odisha,Baleshwar,Sora,Soro,Biripada,Saknar,756134
Odisha,Baleshwar,Sora,Soro,Brahmanasabira,Talanagar,756045
Odisha,Baleshwar,Sora,Soro,Brahmansahi,Sarasakha,756045
Odisha,Baleshwar,Sora,Soro,Brahmapur,Sajanpur,756045
Odisha,Baleshwar,Sora,Soro,Brundadeipur,Singakhunta,756045
Odisha,Baleshwar,Sora,Soro,Budei,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,Soro,Chahalima,Natapada,756134
Odisha,Baleshwar,Sora,Soro,Chakasubarnapur,Mulising,756045
Odisha,Baleshwar,Sora,Soro,Chakghodasahi,Mulising,756045
Odisha,Baleshwar,Sora,Soro,Chalisamadha,Sabira,756045
Odisha,Baleshwar,Sora,Soro,Champo,Manatri,756047
Odisha,Baleshwar,Sora,Soro,Chandatikiri,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,Soro,Chaulasabira,Talanagar,756045
Odisha,Baleshwar,Sora,Soro,Chhatara,Manipur,756047
Odisha,Baleshwar,Sora,,Chhatrapur Unit No 13,,756058
Odisha,Baleshwar,Sora,Soro,Dagara,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,Soro,Dagarajit,,756045
Odisha,Baleshwar,Sora,Soro,Dahipur,Manatri,756047
Odisha,Baleshwar,Sora,Soro,Dahisada,Dahisade,756045
Odisha,Baleshwar,Sora,Soro,Dandapalasa,Sabira,756045
Odisha,Baleshwar,Sora,Soro,Darakholi,Mahumuhan,756045
Odisha,Baleshwar,Sora,Soro,Digbhanra,Gopinathpur,756036
Odisha,Baleshwar,Sora,Soro,Gangei,Jadia,756079
Odisha,Baleshwar,Sora,Soro,Ghasipada,Attapur,756045
Odisha,Baleshwar,Sora,Soro,Ghasua,Kedarpur,756045
Odisha,Baleshwar,Sora,Soro,Ghodamara,Mahumuhan,756045
Odisha,Baleshwar,Sora,,Ghodasahi,,
Odisha,Baleshwar,Sora,Soro,Gobindpur,Mahumuhan,756019
Odisha,Baleshwar,Sora,Soro,Gopalpur,Manatri,756041
Odisha,Baleshwar,Sora,,Gopinathpur,Gopinathpur,756036
Odisha,Baleshwar,Sora,,Gopinathpur,Gopinathpur,756036
Odisha,Baleshwar,Sora,,Gopinathpur Unit No 16,,756086
Odisha,Baleshwar,Sora,Soro,Gud,Gud,756046
Odisha,Baleshwar,Sora,Soro,Guhaldihi,Nadigan,756045
Odisha,Baleshwar,Sora,,Gujabati,Gopinathpur,756036
Odisha,Baleshwar,Sora,Soro,Gujadiha,Singakhunta,756045
Odisha,Baleshwar,Sora,Soro,Habeligandatira,Talanagar,756045
Odisha,Baleshwar,Sora,Soro,Hajipur,Kedarpur,756045
Odisha,Baleshwar,Sora,Soro,Hansipatna,Attapur,756045
Odisha,Baleshwar,Sora,Soro,Haridagadia,Manipur,756047
Odisha,Baleshwar,Sora,Soro,Haridapada,Nadigan,756045
Odisha,Baleshwar,Sora,Soro,Hensaguda,Nischintapur,756046
Odisha,Baleshwar,Sora,Soro,Isanamunduli,Mulising,756045
Odisha,Baleshwar,Sora,,Iswarpur Unit No 2,,756038
Odisha,Baleshwar,Sora,,Itua Unit No 7,,
Odisha,Baleshwar,Sora,Soro,Jadida,Jadia,756079
Odisha,Baleshwar,Sora,Soro,Jaganathpur,Dahisade,756044
Odisha,Baleshwar,Sora,Soro,Jagannathpur,Dahisade,756044
Odisha,Baleshwar,Sora,Soro,Janhia,Balanga,756046
Odisha,Baleshwar,Sora,Soro,Juka,Gopinathpur,756036
Odisha,Baleshwar,Sora,Soro,Julungia,Balanga,756046
Odisha,Baleshwar,Sora,,Kamanpur Unit No 11,,
Odisha,Baleshwar,Sora,,Kamarpur,,756046
Odisha,Baleshwar,Sora,,Kamarpur Unit No 6,,
Odisha,Baleshwar,Sora,Soro,Kanhupur,Antapur,756046
Odisha,Baleshwar,Sora,Soro,Kanhupur,Manipur,756047
Odisha,Baleshwar,Sora,Soro,Kantabanki,Kedarpur,756045
Odisha,Baleshwar,Sora,Soro,Kantipur,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,Soro,Kashaba,Sajanpur,756045
Odisha,Baleshwar,Sora,Soro,Katuni,Mahumuhan,756045
Odisha,Baleshwar,Sora,Soro,Kedarpur,Kedarpur,756045
Odisha,Baleshwar,Sora,Soro,Kesharipur,Kesharipur,756045
Odisha,Baleshwar,Sora,Soro,Keshpur,Sajanpur,756045
Odisha,Baleshwar,Sora,Soro,Khajuridiha,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,,Khandasahi,,
Odisha,Baleshwar,Sora,,Khandasahi Unit No 12,,
Odisha,Baleshwar,Sora,Soro,Khanjamahal,Mahumuhan,756045
Odisha,Baleshwar,Sora,,Kharida Unit No 3,,
Odisha,Baleshwar,Sora,Soro,Khasagadia,Attapur,756045
Odisha,Baleshwar,Sora,,Khirkoni Unit No 20,,
Odisha,Baleshwar,Sora,Soro,Khunta,Manipur,756047
Odisha,Baleshwar,Sora,Soro,Kiamundia,Mahumuhan,756045
Odisha,Baleshwar,Sora,Soro,Kiarpur,Kedarpur,756045
Odisha,Baleshwar,Sora,Soro,Kolatha,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,Soro,Krushnacharanpur,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,Soro,Krushnadaspur,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,Soro,Kudei,Nischintapur,756046
Odisha,Baleshwar,Sora,Soro,Kumbhi,Singakhunta,756045
Odisha,Baleshwar,Sora,Soro,Kurunia,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,Soro,Kuruniasasan,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,Soro,Lakhabindha,Natapada,756134
Odisha,Baleshwar,Sora,Soro,Madhusudanpur,Dahisade,756044
Odisha,Baleshwar,Sora,Soro,Madhusudanpur,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,Soro,Mahisasuri,Kesharipur,756045
Odisha,Baleshwar,Sora,Soro,Mahumuhan,Mahumuhan,756045
Odisha,Baleshwar,Sora,Soro,Mallipur,Saknar,756134
Odisha,Baleshwar,Sora,Soro,Mangasarpur,Mulising,756045
Odisha,Baleshwar,Sora,Soro,Manipur,Manipur,756047
Odisha,Baleshwar,Sora,Soro,Manitri,Manatri,756047
Odisha,Baleshwar,Sora,,Meghamadhab Unit No 18,,
Odisha,Baleshwar,Sora,Soro,Mendhagadia,Gopinathpur,756036
Odisha,Baleshwar,Sora,,Mobarakpur Unit No 14,,756045
Odisha,Baleshwar,Sora,Soro,Mudupur,Manipur,756047
Odisha,Baleshwar,Sora,Soro,Mukteswarpur,Balanga,756046
Odisha,Baleshwar,Sora,Soro,Mulakaeda,Antapur,756046
Odisha,Baleshwar,Sora,,Muleswar Unit No 15,,
Odisha,Baleshwar,Sora,Soro,Mulising,Mulising,756045
Odisha,Baleshwar,Sora,Soro,Nadigan,Nadigan,756045
Odisha,Baleshwar,Sora,Soro,Naharpada,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,Soro,Narasinghnagar,Jadia,756079
Odisha,Baleshwar,Sora,Soro,Natapada,Natapada,756134
Odisha,Baleshwar,Sora,Soro,Nischintapur,Nischintapur,756046
Odisha,Baleshwar,Sora,Soro,Nuagan,Singakhunta,756045
Odisha,Baleshwar,Sora,Soro,Nuagansan,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,Soro,Nuapur,Manatri,756047
Odisha,Baleshwar,Sora,Soro,Pagadasol,Mahumuhan,756045
Odisha,Baleshwar,Sora,Soro,Pakhar,Saknar,756046
Odisha,Baleshwar,Sora,Soro,Palapur,Kedarpur,756045
Odisha,Baleshwar,Sora,Soro,Pannada,Balanga,756046
Odisha,Baleshwar,Sora,Soro,Parsurampur,Antapur,756046
Odisha,Baleshwar,Sora,Soro,Patulida,Jadia,756079
Odisha,Baleshwar,Sora,Soro,Purunapalasa,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,Soro,Radhaballavpur,Natapada,756045
Odisha,Baleshwar,Sora,Soro,Raghunathpur,Gopinathpur,756036
Odisha,Baleshwar,Sora,Soro,Raghunathpur,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,Soro,Raipitambar,Gopinathpur,756036
Odisha,Baleshwar,Sora,,Raipur,,
Odisha,Baleshwar,Sora,,Raipur Chak,,
Odisha,Baleshwar,Sora,,Raipur Unit No 10,,
Odisha,Baleshwar,Sora,Soro,Ranapur,Manipur,756047
Odisha,Baleshwar,Sora,Soro,Rangapati,Manatri,756047
Odisha,Baleshwar,Sora,Soro,Reoda,Balanga,756046
Odisha,Baleshwar,Sora,Soro,Ruso-18,Jadia,756079
Odisha,Baleshwar,Sora,Soro,Ruso-19,Jadia,756079
Odisha,Baleshwar,Sora,Soro,Sabira,Sabira,756045
Odisha,Baleshwar,Sora,,Sadampur Unit No 4,,756134
Odisha,Baleshwar,Sora,Soro,Sajanpur,Sajanpur,756045
Odisha,Baleshwar,Sora,Soro,Salampur,Talanagar,756045
Odisha,Baleshwar,Sora,Soro,Sampur,Mulising,756045
Odisha,Baleshwar,Sora,Soro,San-Brahmapur,Sajanpur,756045
Odisha,Baleshwar,Sora,Soro,Santapada,Kedarpur,756045
Odisha,Baleshwar,Sora,Soro,Saralia,Singakhunta,756045
Odisha,Baleshwar,Sora,Soro,Sarasankha,Sarasakha,756045
Odisha,Baleshwar,Sora,Soro,Sarupada,Attapur,756045
Odisha,Baleshwar,Sora,Soro,Shyamraipur,Nadigan,756045
Odisha,Baleshwar,Sora,Soro,Sialigotha,Natapada,756134
Odisha,Baleshwar,Sora,Soro,Similikhol,Singakhunta,756045
Odisha,Baleshwar,Sora,Soro,Simulia,Balanga,756046
Odisha,Baleshwar,Sora,Soro,Sindhua,Singakhunta,756045
Odisha,Baleshwar,Sora,Soro,Singakhunta,Singakhunta,756045
Odisha,Baleshwar,Sora,Soro,Sirapur,Sajanpur,756045
Odisha,Baleshwar,Sora,Soro,Solagan,Tentei,756046
Odisha,Baleshwar,Sora,Soro,Srirampur,Mulising,756029
Odisha,Baleshwar,Sora,Soro,Subarnapur,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,Soro,Subarnatikiri,Madhusuidanpur,756019
Odisha,Baleshwar,Sora,Soro,Sujanpur,Sajanpur,756045
Odisha,Baleshwar,Sora,Soro,Sultanpur,Dahisade,756036
Odisha,Baleshwar,Sora,Soro,Sunari,Talanagar,756045
Odisha,Baleshwar,Sora,Soro,Talanagar,Talanagar,756045
Odisha,Baleshwar,Sora,Soro,Tentei,Tentei,756046
Odisha,Baleshwar,Sora,Soro,Tentulia,Tentei,756046
Odisha,Baleshwar,Sora,Soro,Tentuligochhi,Mulising,756045
Odisha,Baleshwar,Sora,Soro,Thala,Mulising,756045
Odisha,Baleshwar,Sora,Soro,Thaneswar,Kedarpur,756045
Odisha,Baleshwar,Sora,Soro,Tilada,Natapada,756134
Odisha,Baleshwar,Sora,,Tundapada Unit No 17,,756134
Odisha,Baleshwar,Sora,Soro,Uchhabapur,Kedarpur,756045
Odisha,Baleshwar,Sora,Soro,Ullasakhadagpur,Mulising,756045
Odisha,Baleshwar,Sora,,Uttareswar Unit No 5,,756045
Odisha,Baleshwar,Sora,Soro,Wada,Natapada,756045
Odisha,Baragada,Ambabhona,Ambabhona,Ambabhona,Ambabhona,768031
Odisha,Baragada,Ambabhona,Ambabhona,Antradi,Kapasira,768045
Odisha,Baragada,Ambabhona,Ambabhona,Babebira,Lakhanpur,768052
Odisha,Baragada,Ambabhona,Ambabhona,Badjampali,Banjipali,768052
Odisha,Baragada,Ambabhona,Ambabhona,Badmal,Dunguri,768052
Odisha,Baragada,Ambabhona,Ambabhona,Baigapali,Kapasira,768045
Odisha,Baragada,Ambabhona,Ambabhona,Banjhipali(K),Banjipali,768052
Odisha,Baragada,Ambabhona,Ambabhona,Bara,Ruchida,768045
Odisha,Baragada,Ambabhona,Ambabhona,Barangakot,Bhainatora,768045
Odisha,Baragada,Ambabhona,Ambabhona,Bardarha,Ruchida,768045
Odisha,Baragada,Ambabhona,Ambabhona,Behera,Banjipali,768052
Odisha,Baragada,Ambabhona,Ambabhona,Beherapali,Ruchida,768045
Odisha,Baragada,Ambabhona,Ambabhona,Beniapali,Bhainatora,768045
Odisha,Baragada,Ambabhona,Ambabhona,Bhainatora,Bhainatora,768045
Odisha,Baragada,Ambabhona,Ambabhona,Bhalutal,Bhainatora,768045
Odisha,Baragada,Ambabhona,Ambabhona,Bhukta,Bhukta,768045
Odisha,Baragada,Ambabhona,Ambabhona,Bichhana,Karla,768052
Odisha,Baragada,Ambabhona,Ambabhona,Bilaigad,Ruchida,768045
Odisha,Baragada,Ambabhona,Ambabhona,Birjhupali,Kandapala,768045
Odisha,Baragada,Ambabhona,Ambabhona,Budhipali,Ambabhona,768031
Odisha,Baragada,Ambabhona,Ambabhona,Bugbugi,Banjipali,768052
Odisha,Baragada,Ambabhona,Ambabhona,Bungapali,Bungapali,768045
Odisha,Baragada,Ambabhona,Ambabhona,Chakramal,Khola,768045
Odisha,Baragada,Ambabhona,Ambabhona,Chal,Lakhanpur,768052
Odisha,Baragada,Ambabhona,Ambabhona,Chandipali,Uttam,768052
Odisha,Baragada,Ambabhona,Ambabhona,Chicholi,Bhukta,768045
Odisha,Baragada,Ambabhona,Ambabhona,Chikhili,Bhainatora,768045
Odisha,Baragada,Ambabhona,Ambabhona,Darlipali,Lakhanpur,768052
Odisha,Baragada,Ambabhona,Ambabhona,Darlipali (Bada),Ruchida,768045
Odisha,Baragada,Ambabhona,Ambabhona,Darlipali (Sana),Kumbho,768045
Odisha,Baragada,Ambabhona,Ambabhona,Dechuan,Karla,768052
Odisha,Baragada,Ambabhona,Ambabhona,Dekhulia,Kumbho,768045
Odisha,Baragada,Ambabhona,Ambabhona,Duari,Dwari,768045
Odisha,Baragada,Ambabhona,Ambabhona,Dulhapali,Bhukta,768045
Odisha,Baragada,Ambabhona,Ambabhona,Dungipali,Bhukta,768045
Odisha,Baragada,Ambabhona,Ambabhona,Dungri,Dunguri,768052
Odisha,Baragada,Ambabhona,Ambabhona,Gangai,Ambabhona,768031
Odisha,Baragada,Ambabhona,Ambabhona,Ganthiapali,Bhainatora,768045
Odisha,Baragada,Ambabhona,Ambabhona,Ghughurapali,Kapasira,768045
Odisha,Baragada,Ambabhona,Ambabhona,Goudpali,Lakhanpur,768052
Odisha,Baragada,Ambabhona,Ambabhona,Hatikhuja,Lakhanpur,768052
Odisha,Baragada,Ambabhona,Ambabhona,Ichhapur,Dwari,768104
Odisha,Baragada,Ambabhona,Ambabhona,Jampali,Kandapala,768029
Odisha,Baragada,Ambabhona,Ambabhona,Jharpali,Dwari,768103
Odisha,Baragada,Ambabhona,Ambabhona,Junani,Karla,768052
Odisha,Baragada,Ambabhona,Ambabhona,Kalami,Kandapala,768045
Odisha,Baragada,Ambabhona,Ambabhona,Kandaipali,Ambabhona,768031
Odisha,Baragada,Ambabhona,Ambabhona,Kandapala,Kandapala,768045
Odisha,Baragada,Ambabhona,Ambabhona,Kanthipali,Bhukta,768045
Odisha,Baragada,Ambabhona,Ambabhona,Kapasira,Kapasira,768045
Odisha,Baragada,Ambabhona,Ambabhona,Karla,Karla,768052
Odisha,Baragada,Ambabhona,Ambabhona,Kashipali,Dwari,768045
Odisha,Baragada,Ambabhona,Ambabhona,Kendujharan,Kumbho,768045
Odisha,Baragada,Ambabhona,Ambabhona,Khairpali,Bhukta,768045
Odisha,Baragada,Ambabhona,Ambabhona,Khijupali,Ruchida,768045
Odisha,Baragada,Ambabhona,Ambabhona,Khola,Khola,768045
Odisha,Baragada,Ambabhona,Ambabhona,Kumbho,Kumbho,768045
Odisha,Baragada,Ambabhona,Ambabhona,Kusmuda,Banjipali,768052
Odisha,Baragada,Ambabhona,Ambabhona,Kusumdihi,Dwari,768045
Odisha,Baragada,Ambabhona,Ambabhona,Kutarapali,Kumbho,768045
Odisha,Baragada,Ambabhona,Ambabhona,Kutharpali,Ambabhona,768031
Odisha,Baragada,Ambabhona,Ambabhona,Lakhanpur,Lakhanpur,768052
Odisha,Baragada,Ambabhona,Ambabhona,Lambipali,Kumbho,768045
Odisha,Baragada,Ambabhona,Ambabhona,Lelehar,Uttam,768052
Odisha,Baragada,Ambabhona,Ambabhona,Lether,Bungapali,768045
Odisha,Baragada,Ambabhona,Ambabhona,Ludupali,Ambabhona,768031
Odisha,Baragada,Ambabhona,Ambabhona,Mahuapali,Bhukta,768045
Odisha,Baragada,Ambabhona,Ambabhona,Mendhapali,Kumbho,768045
Odisha,Baragada,Ambabhona,Ambabhona,Muchhmalda,Kandapala,768045
Odisha,Baragada,Ambabhona,Ambabhona,Mundabahal,Kumbho,768045
Odisha,Baragada,Ambabhona,Ambabhona,Naktichhapar,Kumbho,768045
Odisha,Baragada,Ambabhona,Ambabhona,Narangpur,Ruchida,768045
Odisha,Baragada,Ambabhona,Ambabhona,Paruabhadi,Khola,768045
Odisha,Baragada,Ambabhona,Ambabhona,Pikirijharan,Kumbho,768045
Odisha,Baragada,Ambabhona,Ambabhona,Podapali,Kandapala,768045
Odisha,Baragada,Ambabhona,Ambabhona,Ramkhol,Bungapali,768045
Odisha,Baragada,Ambabhona,Ambabhona,Rampela,Kandapala,768045
Odisha,Baragada,Ambabhona,Ambabhona,Ruchida,Ruchida,768045
Odisha,Baragada,Ambabhona,Ambabhona,Salepali,Bhainatora,768045
Odisha,Baragada,Ambabhona,Ambabhona,Sambalpuri,Ambabhona,768031
Odisha,Baragada,Ambabhona,Ambabhona,Sampali,Kapasira,768045
Odisha,Baragada,Ambabhona,Ambabhona,Santhara,Karla,768052
Odisha,Baragada,Ambabhona,Ambabhona,Saraipali (Bada),Bhainatora,768045
Odisha,Baragada,Ambabhona,Ambabhona,Saraipali (San),Kumbho,768045
Odisha,Baragada,Ambabhona,Ambabhona,Satidarha,Kapasira,768045
Odisha,Baragada,Ambabhona,Ambabhona,Sauntamal,Dunguri,768052
Odisha,Baragada,Ambabhona,Ambabhona,Telipali,Dwari,768045
Odisha,Baragada,Ambabhona,Ambabhona,Tilaimal,Lakhanpur,768052
Odisha,Baragada,Ambabhona,Ambabhona,Udhepali,Uttam,768052
Odisha,Baragada,Ambabhona,Ambabhona,Uttam,Uttam,768052
Odisha,Baragada,Attabira,Attabira,Amastala,Larambha,768102
Odisha,Baragada,Attabira,Attabira,Amjhar,Tangarpali,768034
Odisha,Baragada,Attabira,Attabira,Amlipali,Amlipali,768104
Odisha,Baragada,Attabira,Attabira,Attabira,,768027
Odisha,Baragada,Attabira,Attabira,Babebira,Kulunda,768027
Odisha,Baragada,Attabira,Attabira,Banahar,Tope,768027
Odisha,Baragada,Attabira,Attabira,Bargad,Lachida,768027
Odisha,Baragada,Attabira,Attabira,Bhoipali,Larasara,768027
Odisha,Baragada,Attabira,Attabira,Bhoipura,,768027
Odisha,Baragada,Attabira,Attabira,Bhoitikira,Godbhaga,768111
Odisha,Baragada,Attabira,Attabira,Birkhakata,Kulunda,768027
Odisha,Baragada,Attabira,Attabira,Brahmantukura,Kultatukura,768102
Odisha,Baragada,Attabira,Attabira,Bugbuga,Bugbuga,768027
Odisha,Baragada,Attabira,Attabira,Chakuli,Chakuli,768027
Odisha,Baragada,Attabira,Attabira,Chuldhar,Kharmunda,768032
Odisha,Baragada,Attabira,Attabira,Dalbi,Kultatukura,768102
Odisha,Baragada,Attabira,Attabira,Dhemsa,Janged,768027
Odisha,Baragada,Attabira,Attabira,Dulampur,Dulampur,768111
Odisha,Baragada,Attabira,Attabira,Gadtiapali,Godbhaga,768111
Odisha,Baragada,Attabira,Attabira,Gambharipali,Tamparsara,768102
Odisha,Baragada,Attabira,Attabira,Garagadadala,Kharmunda,768032
Odisha,Baragada,Attabira,Attabira,Ghanghati,Kharmunda,768032
Odisha,Baragada,Attabira,Attabira,Godabhaga,Godbhaga,768111
Odisha,Baragada,Attabira,Attabira,Gurakhapali,Jhiliminda,768103
Odisha,Baragada,Attabira,Attabira,Haldi,Janged,768027
Odisha,Baragada,Attabira,Attabira,Hiralipali,Hirlipali,768027
Odisha,Baragada,Attabira,Attabira,Jangod,Janged,768027
Odisha,Baragada,Attabira,Attabira,Janhapada,Janhapara,768027
Odisha,Baragada,Attabira,Attabira,Jhankabahal,Kadobahal,768102
Odisha,Baragada,Attabira,Attabira,Jhilminda,Jhiliminda,768103
Odisha,Baragada,Attabira,Attabira,Jujgaon,Kharmunda,768032
Odisha,Baragada,Attabira,Attabira,Junani,Tangarpali,768034
Odisha,Baragada,Attabira,Attabira,Kadobahal,Kadobahal,768102
Odisha,Baragada,Attabira,Attabira,Kalangapali,Lachida,768027
Odisha,Baragada,Attabira,Attabira,Kandapali,Kulunda,768027
Odisha,Baragada,Attabira,Attabira,Kantal,Tangarpali,768034
Odisha,Baragada,Attabira,Attabira,Katabaga,Lachida,768027
Odisha,Baragada,Attabira,Attabira,Kendupali,Godbhaga,768111
Odisha,Baragada,Attabira,Attabira,Khaliapali,Bugbuga,768027
Odisha,Baragada,Attabira,Attabira,Khaliapali,Dulampur,768111
Odisha,Baragada,Attabira,Attabira,Khandagali,Kulunda,768027
Odisha,Baragada,Attabira,Attabira,Kharmunda,Kharmunda,768032
Odisha,Baragada,Attabira,Attabira,Khirapali,Jhiliminda,768103
Odisha,Baragada,Attabira,Attabira,Kujapali,Godbhaga,768111
Odisha,Baragada,Attabira,Attabira,Kuketira,Amlipali,768027
Odisha,Baragada,Attabira,Attabira,Kultatukura,Kultatukura,768102
Odisha,Baragada,Attabira,Attabira,Kulunda,Kulunda,768027
Odisha,Baragada,Attabira,Attabira,Kumelsingha,Kumalsingha,768111
Odisha,Baragada,Attabira,Attabira,Lachida,Lachida,768027
Odisha,Baragada,Attabira,Attabira,Ladarpali,,768027
Odisha,Baragada,Attabira,Attabira,Lahanda,Lahanda,768111
Odisha,Baragada,Attabira,Attabira,Lambipali,Kharmunda,768032
Odisha,Baragada,Attabira,Attabira,Larambha,Larambha,768102
Odisha,Baragada,Attabira,Attabira,Larasara,Larasara,768027
Odisha,Baragada,Attabira,Attabira,Lastala,Manapada,768027
Odisha,Baragada,Attabira,Attabira,Mahakhanda,Kumalsingha,768111
Odisha,Baragada,Attabira,Attabira,Manapara,Manapada,768027
Odisha,Baragada,Attabira,Attabira,Naghapali,Larambha,768102
Odisha,Baragada,Attabira,Attabira,Naikenpali,Kadobahal,768102
Odisha,Baragada,Attabira,Attabira,Nuabatimunda,Silet,768111
Odisha,Baragada,Attabira,Attabira,Nuapara,Tangarpali,768034
Odisha,Baragada,Attabira,Attabira,Pahardshrigira,Paharsrigida,768027
Odisha,Baragada,Attabira,Attabira,Paramanpur,Tope,768027
Odisha,Baragada,Attabira,Attabira,Pithaputal,Janged,768027
Odisha,Baragada,Attabira,Attabira,Podhabadi,Kadobahal,768102
Odisha,Baragada,Attabira,Attabira,Rengali,Paharsrigida,768033
Odisha,Baragada,Attabira,Bijepur,Rengalipali,,768033
Odisha,Baragada,Attabira,Attabira,Rujhenmal,Tangarpali,768034
Odisha,Baragada,Attabira,Attabira,Runipali,Kharmunda,768032
Odisha,Baragada,Attabira,Attabira,Saranda,Chakuli,768027
Odisha,Baragada,Attabira,Attabira,Silat,Silet,768111
Odisha,Baragada,Attabira,Attabira,Sindurbahal,Kultatukura,768102
Odisha,Baragada,Attabira,Attabira,Singhpali,Tope,768027
Odisha,Baragada,Attabira,Attabira,Sorhapali,Janged,768027
Odisha,Baragada,Attabira,Attabira,Sorna,Jhiliminda,768103
Odisha,Baragada,Attabira,Attabira,Sukutapali,Manapada,768027
Odisha,Baragada,Attabira,Attabira,Tamparsara,Tamparsara,768102
Odisha,Baragada,Attabira,Attabira,Tangarpali,Tangarpali,768034
Odisha,Baragada,Attabira,Attabira,Tope,Tope,768027
Odisha,Baragada,Attabira,Attabira,Tupapara,Larasara,768027
Odisha,Baragada,Baragada,Bargarh,Adgaon,Adgaon,768040
Odisha,Baragada,Baragada,,Ambapali,,
Odisha,Baragada,Baragada,Bargarh,Ambasadha,Barhagoda,768040
Odisha,Baragada,Baragada,Bargarh,Bagaibira,Gobindpur,768033
Odisha,Baragada,Baragada,Bargarh,Bagdia,Nileswar,768029
Odisha,Baragada,Baragada,Bargarh,Balijori,Nileswar,768029
Odisha,Baragada,Baragada,Bargarh,Banbaspali,Saranda Dumberpali,768027
Odisha,Baragada,Baragada,Bargarh,Banda,Bonda,768038
Odisha,Baragada,Baragada,Bargarh,Bandhenbahal,Nileswar,768029
Odisha,Baragada,Baragada,Bargarh,Barahaguda,Barhagoda,768040
Odisha,Baragada,Baragada,Bargarh,Bardol (Ct),Bardol,768038
Odisha,Baragada,Baragada,Bargarh,Bargaon,Bargaon,768038
Odisha,Baragada,Baragada,,Bargarh,,768028
Odisha,Baragada,Baragada,Bargarh,Bausenpali,Kuruan,768103
Odisha,Baragada,Baragada,Bargarh,Behera,Khuntpali,768029
Odisha,Baragada,Baragada,Bargarh,Birmal,Birmal,768029
Odisha,Baragada,Baragada,,Brahmachari,,
Odisha,Baragada,Baragada,Bargarh,Chakerkend,Chakarkend,768033
Odisha,Baragada,Baragada,Bargarh,Chandipali,Deogaon,768038
Odisha,Baragada,Baragada,Bargarh,Dang,Bardol,768038
Odisha,Baragada,Baragada,Bargarh,Deogaon,Deogaon,768038
Odisha,Baragada,Baragada,Bargarh,Dhamanamunda,Deogaon,768038
Odisha,Baragada,Baragada,Bargarh,Dhanger,Dhanger,768040
Odisha,Baragada,Baragada,Bargarh,Dhuaurkhanda,Nileswar,768029
Odisha,Baragada,Baragada,Bargarh,Dumbarpali,Saranda Dumberpali,768027
Odisha,Baragada,Baragada,Bargarh,Dumerpali,Gudesira,768038
Odisha,Baragada,Baragada,Bargarh,Gaisama,Gaisima,768040
Odisha,Baragada,Baragada,Bargarh,Gobindpur,Gobindpur,768033
Odisha,Baragada,Baragada,Bargarh,Goisar,Deogaon,768038
Odisha,Baragada,Baragada,Bargarh,Gondpali,Kuruan,768103
Odisha,Baragada,Baragada,Bargarh,Gudesira,Gudesira,768038
Odisha,Baragada,Baragada,Bargarh,Haldipali,Gudesira,768038
Odisha,Baragada,Baragada,Bargarh,Jamurda,Jamurda,768038
Odisha,Baragada,Baragada,Bargarh,Jhankarpali,Chakarkend,768033
Odisha,Baragada,Baragada,Bargarh,Kalapani,Kalapani,768040
Odisha,Baragada,Baragada,Bargarh,Katapali,Katapali,768038
Odisha,Baragada,Baragada,Bargarh,Kendpali,Chakarkend,768033
Odisha,Baragada,Baragada,Bargarh,Khaliapali,Khaliapali,768036
Odisha,Baragada,Baragada,Bargarh,Khandhat,Khandahata,768038
Odisha,Baragada,Baragada,Bargarh,Khuntpali,Khuntpali,768040
Odisha,Baragada,Baragada,Bargarh,K. Turunga,Tumgaon,768038
Odisha,Baragada,Baragada,Bargarh,Kurla,Bonda,768038
Odisha,Baragada,Baragada,Bargarh,Kuruan,Kuruan,768103
Odisha,Baragada,Baragada,Bargarh,Launsara,Tumgaon,768038
Odisha,Baragada,Baragada,Bargarh,Nileswar,Nileswar,768029
